Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,Lab,,LD,,Green,,BXP/Reform,,Ukip,,Con lead,,,,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,BXP/Ref good,BXP/Ref bad,BXP/Ref net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,Green Best PM,BXP Best PM,Question,Govt good,Govt bad,Govt net,Question,Wisdom of crowds:,Con,Lab,LD
,Jun,4,4/6/23,5,R+W,,30.0,2.0,44.0,1.0,12.0,0.0,5.0,-2.0,5.0,0.0,,,-14.0,1.0,Internet,,,,33.0,42.0,-9.0,40.0,31.0,9.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",37.0,42.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,6-7,6/6/23,14,YouGov,TT,26.0,0.0,42.0,-2.0,11.0,1.0,8.0,1.0,7.0,0.0,,,-16.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,23.0,30.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jun,7-8,7/6/23,9,Techne,,29.0,0.0,42.0,-1.0,12.0,0.0,6.0,0.0,5.0,1.0,,,-13.0,1.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,7-9,7/6/23,11,Opinium,Ob,29.0,1.0,41.0,-2.0,11.0,2.0,7.0,0.0,6.0,0.0,,,-12.0,3.0,Internet,,,,26.0,46.0,-20.0,28.0,35.0,-7.0,14.0,18.0,-4.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,25.0,28.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,8-9,8/6/23,9,WeThink,,27.0,2.0,47.0,1.0,10.0,0.0,5.0,-2.0,6.0,0.0,,,-20.0,1.0,Internet,UK,,,31.0,39.0,-8.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,28.0,37.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jun,9-11,9/6/23,14,Savanta ComRes,,28.0,-2.0,45.0,1.0,9.0,-2.0,4.0,1.0,8.0,3.0,,,-17.0,-3.0,Internet,UK,,,33.0,45.0,-11.0,35.0,37.0,-1.0,16.0,28.0,-11.0,,,,,,,To what extent do you feel favourably or unfavourably towards…,35.0,38.0,,,,Which of the following politicians do you think would make the best PM?,23.0,54.0,-31.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Jun,9-12,9/6/23,12,Deltapoll,,31.0,2.0,42.0,-1.0,12.0,-1.0,4.0,-1.0,4.0,-1.0,2.0,0.0,-11.0,3.0,Internet,,,,39.0,50.0,-11.0,43.0,44.0,-1.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jun,10-12,10/6/23,13,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,64.0,-46.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,11,11/6/23,12,R+W,,30.0,0.0,44.0,0.0,13.0,1.0,4.0,-1.0,6.0,1.0,,,-14.0,0.0,Internet,,,,32.0,41.0,-9.0,40.0,27.0,13.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",33.0,43.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,14-15,14/6/23,16,Techne,,28.0,-1.0,44.0,2.0,11.0,-1.0,5.0,-1.0,6.0,1.0,,,-16.0,-3.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,14-20,14/6/23,23,Ipsos,ES,25.0,-3.0,47.0,3.0,13.0,0.0,8.0,2.0,3.0,1.0,0.0,0.0,-22.0,-6.0,Phone,,,,28.0,59.0,-31.0,31.0,49.0,-18.0,23.0,34.0,-11.0,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,,12.0,80.0,-68.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,
,Jun,15-16,15/6/23,16,WeThink,,26.0,-1.0,48.0,1.0,10.0,0.0,6.0,1.0,5.0,-1.0,,,-22.0,-2.0,Internet,UK,,,30.0,39.0,-9.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,29.0,39.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jun,15-16,15/6/23,20,YouGov,TT,24.0,-2.0,43.0,1.0,11.0,0.0,8.0,0.0,7.0,0.0,,,-19.0,-3.0,Internet,,,,31.0,59.0,-28.0,31.0,54.0,-23.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jun,15-19,15/6/23,20,More in Common,Politico,28.0,-3.0,47.0,5.0,10.0,-3.0,4.0,-1.0,6.0,1.0,,,-19.0,-8.0,Internet,,,,,,,,,,,,,,,,,,,,34.0,34.0,,,,Who would you rather be prime minister?,,,,,,,,
,Jun,15-19,15/6/23,21,Survation,,29.0,1.0,47.0,2.0,11.0,-1.0,3.0,-1.0,3.0,0.0,0.0,-1.0,-18.0,-1.0,Internet,UK,,,31.0,52.0,-21.0,44.0,37.0,7.0,,,,,,,,,,X is doing well/not well as Y,33.0,39.0,,,,Which of the following party leaders do you think would make the best PM?,,,,,,,,
,Jun,16-18,16/6/23,21,Savanta ComRes,,28.0,0.0,46.0,1.0,11.0,2.0,3.0,-1.0,4.0,-4.0,,,-18.0,-1.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,16-19,16/6/23,19,Deltapoll,,27.0,-4.0,46.0,4.0,10.0,-2.0,6.0,2.0,5.0,1.0,1.0,-1.0,-19.0,-8.0,Internet,,,,39.0,56.0,-17.0,46.0,41.0,5.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jun,17-19,17/6/23,20,YouGov,,,,,,,,,,,,,,,,Internet,,,,31.0,52.0,-21.0,34.0,45.0,-11.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,15.0,65.0,-50.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,18,18/6/23,19,R+W,,26.0,-4.0,46.0,2.0,12.0,-1.0,6.0,2.0,7.0,1.0,,,-20.0,-6.0,Internet,,,,30.0,39.0,-9.0,38.0,26.0,12.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",33.0,41.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,20-21,20/6/23,22/24,YouGov,TT,22.0,-2.0,47.0,4.0,11.0,0.0,8.0,0.0,7.0,0.0,,,-25.0,-6.0,Internet,,,,27.0,61.0,-34.0,36.0,50.0,-14.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,21.0,32.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jun,20-11,20/6/23,21-Jul,YouGov,,,,,,,,,,,,,,,,Internet,,,,27.0,64.0,-37.0,35.0,52.0,-17.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jun,21-22,21/6/23,23,Techne,,29.0,1.0,45.0,1.0,10.0,-1.0,5.0,0.0,5.0,-1.0,,,-16.0,0.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,21-23,21/6/23,25,Opinium,Ob,26.0,-3.0,44.0,3.0,8.0,-3.0,7.0,0.0,10.0,4.0,,,-18.0,-6.0,Internet,,,,24.0,47.0,-23.0,30.0,36.0,-6.0,14.0,21.0,-7.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,22.0,30.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,22-23,22/6/23,23,WeThink,,27.0,1.0,47.0,-1.0,9.0,-1.0,6.0,0.0,6.0,1.0,,,-20.0,2.0,Internet,UK,,,27.0,42.0,-15.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,29.0,36.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jun,23-25,23/6/23,30,Savanta ComRes,,31.0,3.0,43.0,-3.0,10.0,-1.0,3.0,0.0,5.0,1.0,,,-12.0,6.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,23-26,23/6/23,26,Deltapoll,,24.0,-3.0,47.0,1.0,12.0,2.0,4.0,-2.0,7.0,2.0,1.0,0.0,-23.0,-4.0,Internet,,,,37.0,56.0,-19.0,48.0,42.0,6.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jun,23-26,23/6/23,29,Survation,,28.0,-1.0,45.0,-2.0,11.0,0.0,3.0,-1.0,4.0,1.0,0.0,0.0,-17.0,1.0,Internet,UK,,,32.0,49.0,-17.0,42.0,38.0,4.0,,,,,,,,,,X is doing well/not well as Y,34.0,36.0,,,,Which of the following party leaders do you think would make the best PM?,,,,,,,,
,Jun,24-26,24/6/23,27,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,66.0,-52.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,25,25/6/23,26,R+W,,26.0,0.0,44.0,-2.0,13.0,1.0,5.0,-1.0,6.0,-1.0,,,-18.0,2.0,Internet,,,,32.0,43.0,-11.0,37.0,28.0,9.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",33.0,40.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jun,27-28,27/6/23,29,YouGov,TT,24.0,2.0,46.0,-1.0,10.0,-1.0,7.0,-1.0,8.0,1.0,,,-22.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,24.0,30.0,,,,Which of the following do you think would make the best PM?,14.0,64.0,-50.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jun,27-29,27/6/23,3,BMG,The i,29.0,2.0,43.0,-1.0,11.0,1.0,7.0,0.0,6.0,-1.0,,,-14.0,3.0,Internet,,,,25.0,50.0,-25.0,30.0,32.0,-2.0,16.0,19.0,-3.0,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,,,,,,,,,
,Jun,28-29,28/6/23,30,Techne,,27.0,-2.0,46.0,1.0,11.0,1.0,5.0,0.0,6.0,1.0,,,-19.0,-3.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,28-30,28/6/23,2,Opinium,Ob,25.0,-1.0,44.0,0.0,10.0,2.0,7.0,0.0,7.0,-3.0,,,-19.0,-1.0,Internet,,,,25.0,46.0,-21.0,32.0,34.0,-2.0,17.0,18.0,-1.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,25.0,29.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jun,29-30,29/6/23,30,WeThink,,26.0,-1.0,48.0,1.0,8.0,-1.0,5.0,-1.0,7.0,1.0,,,-22.0,-2.0,Internet,UK,,,29.0,41.0,-12.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,29.0,37.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jun,29-3,29/6/23,3,Deltapoll,,25.0,1.0,48.0,1.0,10.0,-2.0,5.0,1.0,5.0,-2.0,1.0,0.0,-23.0,0.0,Internet,,,,34.0,57.0,-23.0,44.0,41.0,3.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jun,30-2,30/6/23,6,Savanta ComRes,,28.0,-3.0,46.0,3.0,11.0,1.0,4.0,1.0,4.0,-1.0,,,-18.0,-6.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,30-2,30/6/23,10,Survation,,30.0,2.0,45.0,0.0,11.0,0.0,3.0,0.0,3.0,-1.0,1.0,1.0,-15.0,2.0,Internet,UK,,,,,,,,,,,,,,,,,,,36.0,38.0,,,,Which of the following party leaders do you think would make the best PM?,,,,,,,,
,Jun,30-3,30/6/23,14,Ipsos,,,,,,,,,,,,,,,,Internet,,,,26.0,47.0,-21.0,32.0,39.0,-7.0,,,,,,,,,,To what extent if at all do you have favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jun,30-3,30/6/23,14,Ipsos,,,,,,,,,,,,,,,,Internet,,,,27.0,41.0,-14.0,,,,,,,,,,,,,"To what extent would you say X has done a good job or bad job as Y, or neither?",,,,,,,,,,,,,,
,Jun,n/a,,,Stonehaven,,24.4,-3.8,41.6,1.0,10.6,-1.4,5.0,-0.8,6.3,0.1,,,-17.2,-4.8,Internet,,MRP poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,1-3,1/7/23,4,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,67.0,-54.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,2,2/7/23,3,R+W,,28.0,2.0,46.0,2.0,11.0,-2.0,5.0,0.0,5.0,-1.0,,,-18.0,0.0,Internet,,,,26.0,42.0,-16.0,33.0,26.0,7.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",34.0,38.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,5-6,5/7/23,7,YouGov,TT,22.0,-2.0,47.0,1.0,9.0,-1.0,7.0,0.0,9.0,1.0,,,-25.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,24.0,34.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,5-6,5/7/23,7,Techne,,26.0,-1.0,47.0,1.0,10.0,-1.0,5.0,0.0,6.0,0.0,,,-21.0,-2.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,5-7,5/7/23,9,Opinium,Ob,28.0,3.0,43.0,-1.0,9.0,-1.0,6.0,-1.0,8.0,1.0,,,-15.0,4.0,Internet,,,,24.0,50.0,-26.0,30.0,34.0,-4.0,14.0,19.0,-5.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,23.0,29.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,6-7,6/7/23,7,WeThink,,25.0,-1.0,51.0,3.0,8.0,0.0,5.0,0.0,5.0,-2.0,,,-26.0,-4.0,Internet,UK,,,27.0,45.0,-18.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,27.0,36.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jul,7-9,7/7/23,13,Savanta ComRes,,30.0,2.0,45.0,-1.0,10.0,-1.0,3.0,-1.0,5.0,1.0,,,-15.0,3.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,7-9,7/7/23,17,Survation,,28.0,-2.0,46.0,1.0,12.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,-18.0,-3.0,Internet,UK,,,35.0,48.0,-13.0,42.0,37.0,5.0,,,,,,,,,,X is doing well/not well as Y,37.0,36.0,,,,Which of the following party leaders do you think would make the best PM?,,,,,,,,
,Jul,7-10,7/7/23,10,Deltapoll,,28.0,3.0,46.0,-2.0,9.0,-1.0,7.0,2.0,4.0,-1.0,1.0,0.0,-18.0,5.0,Internet,,,,37.0,56.0,-19.0,44.0,44.0,0.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jul,8-10,8/7/23,11,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,67.0,-54.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,9,9/7/23,10,R+W,,27.0,-1.0,48.0,2.0,11.0,0.0,4.0,-1.0,5.0,0.0,,,-21.0,3.0,Internet,,,,29.0,45.0,-16.0,36.0,27.0,9.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",32.0,42.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,10-11,10/7/23,13,YouGov,TT,25.0,3.0,43.0,-4.0,11.0,2.0,7.0,0.0,8.0,-1.0,,,-18.0,7.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,12-13,12/7/23,14,Techne,,26.0,0.0,46.0,-1.0,11.0,1.0,5.0,0.0,6.0,0.0,,,-20.0,1.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,13-14,13/7/23,14,WeThink,,25.0,0.0,47.0,-4.0,10.0,2.0,5.0,0.0,6.0,1.0,,,-22.0,4.0,Internet,UK,,,27.0,42.0,-15.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,27.0,34.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jul,13-14,13/7/23,19,YouGov,,,,,,,,,,,,,,,,Internet,,,,25.0,65.0,-40.0,32.0,54.0,-22.0,,,,,,,,,,Do you have a favourable or unfavourable opinion of…,,,,,,,,,,,,,,
,Jul,14-16,14/7/23,18,Savanta ComRes,,28.0,-2.0,46.0,1.0,11.0,1.0,3.0,0.0,5.0,0.0,,,-18.0,-3.0,Internet,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,14-17,14/7/23,18,Deltapoll,,24.0,-4.0,48.0,2.0,11.0,2.0,5.0,-2.0,6.0,2.0,1.0,0.0,-24.0,-6.0,Internet,,,,37.0,55.0,-18.0,45.0,42.0,3.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jul,14-18,14/7/23,19,More in Common,,29.0,1.0,44.0,-3.0,12.0,2.0,5.0,1.0,5.0,-1.0,,,-15.0,4.0,Internet,,Metholdogy change re don't knows - https://www.moreincommon.org.uk/our-work/research/voting-intention-july-2023/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,15-17,15/7/23,19,YouGov,,,,,,,,,,,,,,,,Internet,,,,29.0,59.0,-30.0,34.0,46.0,-12.0,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,13.0,69.0,-56.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,16,16/7/23,17,R+W,,27.0,0.0,44.0,-4.0,13.0,2.0,4.0,0.0,8.0,3.0,,,-17.0,4.0,Internet,,,,31.0,45.0,-14.0,37.0,29.0,8.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",34.0,43.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,19-20,19/7/23,20,Techne,,26.0,0.0,45.0,-1.0,11.0,0.0,5.0,0.0,7.0,1.0,,,-19.0,1.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,19-20,19/7/23,26,YouGov,TT,25.0,0.0,44.0,1.0,10.0,-1.0,7.0,0.0,8.0,0.0,,,-19.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,23.0,31.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Jul,19-21,19/7/23,23,Opinium,Ob,25.0,-3.0,42.0,-1.0,11.0,2.0,6.0,0.0,10.0,2.0,,,-17.0,-2.0,Internet,,,,24.0,50.0,-26.0,26.0,39.0,-13.0,14.0,20.0,-6.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,24.0,27.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Jul,19-23,19/7/23,31,Ipsos,ES,28.0,3.0,45.0,-2.0,12.0,-1.0,6.0,-2.0,3.0,0.0,1.0,1.0,-17.0,5.0,Phone,,,,26.0,63.0,-37.0,31.0,53.0,-22.0,22.0,36.0,-14.0,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,31.0,36.0,,,,Who do you think would make the most capable PM?,14.0,79.0,-65.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,
,Jul,20-21,20/7/23,21,WeThink,,25.0,0.0,47.0,0.0,10.0,0.0,5.0,0.0,7.0,1.0,,,-22.0,0.0,Internet,UK,,,29.0,43.0,-14.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,30.0,35.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jul,21,21/7/23,21,YouGov,,,,,,,,,,,,,,,,Internet,,,,29.0,56.0,-27.0,,,,,,,,,,,,,Do you think X is doing well or badly as Y?,,,,,,,,,,,,,,
,Jul,21-23,21/7/23,28,Savanta ComRes,,28.0,0.0,47.0,1.0,10.0,-1.0,3.0,0.0,4.0,-1.0,,,-19.0,-1.0,Internet,UK,,,31.0,44.0,-14.0,36.0,36.0,0.0,17.0,29.0,-13.0,,,,,,,To what extent do you feel favourably or unfavourably towards…,34.0,39.0,,,,Which of the following politicians do you think would make the best PM?,21.0,53.0,-32.0,To what extent do you feel favourably or unfavourably towards…,,,,
,Jul,21-24,21/7/23,24,Deltapoll,,26.0,2.0,49.0,1.0,9.0,-2.0,5.0,0.0,4.0,-2.0,2.0,1.0,-23.0,1.0,Internet,,,,35.0,56.0,-21.0,45.0,41.0,4.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jul,22-24,22/7/23,25,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,68.0,-54.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,23,23/7/23,24,R+W,,28.0,1.0,45.0,1.0,14.0,1.0,4.0,0.0,6.0,-2.0,,,-17.0,0.0,Internet,,,,31.0,41.0,-10.0,38.0,30.0,8.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",35.0,43.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,25-26,25/7/23,28,BMG,The i,27.0,-2.0,44.0,1.0,14.0,3.0,4.0,-3.0,7.0,1.0,,,-17.0,-3.0,Internet,,,,23.0,51.0,-28.0,29.0,33.0,-4.0,16.0,16.0,0.0,,,,,,,Are you satisfied or dissatisfied with the way X is doing his/her job as…,,,,,,,,,,,,,,
,Jul,25-26,25/7/23,2,YouGov,TT,25.0,0.0,45.0,1.0,10.0,0.0,7.0,0.0,7.0,-1.0,,,-20.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,26-27,26/7/23,28,Techne,,25.0,-1.0,45.0,0.0,10.0,-1.0,6.0,1.0,8.0,1.0,,,-20.0,-1.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,27-28,27/7/23,28,WeThink,,25.0,0.0,48.0,1.0,10.0,0.0,6.0,1.0,6.0,-1.0,,,-23.0,-1.0,Internet,UK,,,26.0,45.0,-19.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,27.0,37.0,,,,Who do you think would make the best PM?,,,,,,,,
,Jul,28-31,28/7/23,31,Deltapoll,,25.0,-1.0,48.0,-1.0,11.0,2.0,5.0,0.0,6.0,2.0,1.0,0.0,-23.0,0.0,Internet,,,,32.0,57.0,-25.0,45.0,39.0,6.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Jul,29-31,29/7/23,1,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,66.0,-52.0,Do you approve or disapprove of the Government's record to date?,,,,
,Jul,30,30/7/23,31,R+W,,28.0,0.0,43.0,-2.0,11.0,-3.0,5.0,1.0,7.0,1.0,,,-15.0,2.0,Internet,,,,30.0,44.0,-14.0,37.0,30.0,7.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",31.0,40.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Jul,31-4,31/7/23,9,Find Out Now / Electoral Calculus,,24.0,,46.0,,12.0,,7.0,,4.0,,,,-22.0,,Internet,,MRP poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,n/a,,,Stonehaven,,25.0,0.6,42.0,0.4,11.3,0.7,4.7,-0.3,7.1,0.8,,,-17.0,0.2,Internet,,MRP poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,2-3,2/8/23,4,Techne,,26.0,1.0,46.0,1.0,10.0,0.0,5.0,-1.0,7.0,-1.0,,,-20.0,0.0,Phone/Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,2-3,2/8/23,7,YouGov,TT,25.0,0.0,47.0,2.0,10.0,0.0,6.0,-1.0,7.0,0.0,,,-22.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,24.0,31.0,,,,Which of the following do you think would make the best PM?,,,,,,,,
,Aug,2-4,2/8/23,5,Opinium,Ob,26.0,1.0,40.0,-2.0,10.0,-1.0,7.0,1.0,10.0,0.0,,,-14.0,3.0,Internet,,,,24.0,51.0,-27.0,29.0,37.0,-8.0,15.0,20.0,-5.0,,,,,,,To what extent do you approve or disapprove of the way X is handling his job as Y,23.0,28.0,,,,"Which, if any, of the following people do you think would be the best prime minister?",,,,,,,,
,Aug,3-4,3/8/23,4,WeThink,,25.0,0.0,47.0,-1.0,11.0,1.0,5.0,-1.0,7.0,1.0,,,-22.0,1.0,Internet,UK,,,25.0,45.0,-20.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,27.0,36.0,,,,Who do you think would make the best PM?,,,,,,,,
,Aug,4-7,4/8/23,8,Deltapoll,,26.0,1.0,47.0,-1.0,12.0,1.0,4.0,-1.0,4.0,-2.0,2.0,1.0,-21.0,2.0,Internet,,,,34.0,59.0,-25.0,45.0,42.0,3.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Aug,5-7,5/8/23,8,YouGov,,,,,,,,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,68.0,-54.0,Do you approve or disapprove of the Government's record to date?,,,,
,Aug,6,6/8/23,7,R+W,,27.0,-1.0,45.0,2.0,10.0,-1.0,6.0,1.0,8.0,1.0,,,-18.0,-3.0,Internet,,,,28.0,44.0,-16.0,37.0,31.0,6.0,,,,,,,,,,"To what extent, if at all, do you approve or disapprove of X’s overall job performance since s/he became Y?",33.0,38.0,,,,"At this moment, which of the following individuals do you think would be the better Prime Minister for the United Kingdom?",,,,,,,,
,Aug,9-11,9/8/23,13,Deltapoll,MoS,29.0,3.0,46.0,-1.0,12.0,0.0,5.0,1.0,4.0,0.0,1.0,-1.0,-17.0,4.0,Internet,,,,35.0,58.0,-23.0,43.0,40.0,3.0,,,,,,,,,,"Do you think they are doing very well in their job, quite well, quite badly or very badly?",,,,,,,,,,,,,,
,Aug,10-11,10/8/23,11,WeThink,,24.0,-1.0,48.0,1.0,10.0,-1.0,6.0,1.0,6.0,-1.0,,,-24.0,-2.0,Internet,UK,,,27.0,46.0,-19.0,,,,,,,,,,,,,To what extent do you approve or disapprove of the way X is handling the job of Y?,30.0,36.0,,,,Who do you think would make the best PM?,,,,,,,,
